Date,Open,High,Low,Close,Adj Close,Volume
2022-10-25,0.357838,0.414189,0.357710,0.401988,0.401988,1215554912
2022-10-26,0.401672,0.410212,0.396357,0.403492,0.403492,761857225
2022-10-27,0.403511,0.414268,0.388504,0.388697,0.388697,719088729
2022-10-28,0.388671,0.410745,0.380107,0.404507,0.404507,618236710
2022-10-29,0.404508,0.435729,0.402261,0.419778,0.419778,855151911
2022-10-30,0.419864,0.421159,0.400375,0.406047,0.406047,577564479
2022-10-31,0.406030,0.415174,0.398713,0.406336,0.406336,569992895
2022-11-01,0.406289,0.414435,0.399925,0.401402,0.401402,452398724
2022-11-02,0.401385,0.407748,0.382296,0.386076,0.386076,741360035
2022-11-03,0.386060,0.398447,0.385136,0.389420,0.389420,445099982
2022-11-04,0.389397,0.425307,0.388812,0.421525,0.421525,909794346
2022-11-05,0.421525,0.436214,0.420775,0.426735,0.426735,701622249
2022-11-06,0.426749,0.430276,0.403005,0.403005,0.403005,495843423
2022-11-07,0.402966,0.415743,0.399029,0.404259,0.404259,554735710
2022-11-08,0.404234,0.413486,0.353258,0.371834,0.371834,1420168187
2022-11-09,0.371961,0.375250,0.312378,0.317837,0.317837,1446651845
2022-11-10,0.317892,0.376563,0.314274,0.368977,0.368977,1353707790
2022-11-11,0.368967,0.373032,0.343391,0.354667,0.354667,595121832
2022-11-12,0.354899,0.355834,0.338529,0.339144,0.339144,389700815
2022-11-13,0.339182,0.344869,0.327357,0.330127,0.330127,405636157
2022-11-14,0.330123,0.340556,0.315946,0.331849,0.331849,484659345
2022-11-15,0.331874,0.344129,0.330337,0.337009,0.337009,312070544
2022-11-16,0.336964,0.343930,0.325434,0.332382,0.332382,279986402
2022-11-17,0.332421,0.334028,0.319963,0.324859,0.324859,238288352
2022-11-18,0.324869,0.332156,0.321397,0.326221,0.326221,223268757
2022-11-19,0.326217,0.331688,0.323074,0.328512,0.328512,160053174
2022-11-20,0.328513,0.330734,0.311079,0.312307,0.312307,241625735
2022-11-21,0.312300,0.312622,0.297288,0.304548,0.304548,402254597
2022-11-22,0.304524,0.315869,0.299104,0.311922,0.311922,303965817
2022-11-23,0.311983,0.319166,0.309854,0.318317,0.318317,326001398
2022-11-24,0.318333,0.320685,0.312540,0.316458,0.316458,221490892
2022-11-25,0.316420,0.316827,0.308314,0.314989,0.314989,205372207
2022-11-26,0.314953,0.321897,0.312215,0.313790,0.313790,206097213
2022-11-27,0.313793,0.319191,0.312288,0.312454,0.312454,167898046
2022-11-28,0.312464,0.313785,0.301404,0.306700,0.306700,268746809
2022-11-29,0.306697,0.312370,0.304970,0.309372,0.309372,184241191
2022-11-30,0.309385,0.320628,0.309058,0.318883,0.318883,272587134
2022-12-01,0.318891,0.319462,0.313623,0.314484,0.314484,205527704
2022-12-02,0.314494,0.319842,0.311833,0.319407,0.319407,189604155
2022-12-03,0.319400,0.325595,0.317130,0.319654,0.319654,228514876
2022-12-04,0.319633,0.323657,0.318834,0.322750,0.322750,174449332
2022-12-05,0.322709,0.328756,0.317321,0.319517,0.319517,202743238
2022-12-06,0.319513,0.320856,0.314313,0.318464,0.318464,162651156
2022-12-07,0.318478,0.319006,0.308061,0.310320,0.310320,224226547
2022-12-08,0.310321,0.315648,0.308138,0.314843,0.314843,164158396
2022-12-09,0.314823,0.316276,0.309368,0.311677,0.311677,158935988
2022-12-10,0.311708,0.314801,0.311260,0.312606,0.312606,95343947
2022-12-11,0.312621,0.314907,0.306742,0.307711,0.307711,121149579
2022-12-12,0.307699,0.307808,0.302640,0.306949,0.306949,180119689
2022-12-13,0.306941,0.318048,0.300175,0.312865,0.312865,304333274
2022-12-14,0.312916,0.315206,0.306783,0.308134,0.308134,255357209
2022-12-15,0.308120,0.308493,0.298362,0.300201,0.300201,221898095
2022-12-16,0.300207,0.301146,0.261786,0.264070,0.264070,415410448
2022-12-17,0.264024,0.267248,0.260272,0.266900,0.266900,336512356
2022-12-18,0.266926,0.270685,0.263998,0.266335,0.266335,178941855
2022-12-19,0.266348,0.269289,0.251140,0.252944,0.252944,225101432
2022-12-20,0.252961,0.261469,0.252210,0.259007,0.259007,187028227
2022-12-21,0.258994,0.259201,0.249219,0.253154,0.253154,204481179
2022-12-22,0.253158,0.256763,0.248176,0.256523,0.256523,174290867
2022-12-23,0.256541,0.262308,0.255814,0.259429,0.259429,178906111
2022-12-24,0.259427,0.260390,0.257364,0.259368,0.259368,90666010
2022-12-25,0.259371,0.259905,0.255300,0.259270,0.259270,118238326
2022-12-26,0.259293,0.265307,0.257990,0.265297,0.265297,151542330
2022-12-27,0.265306,0.265969,0.257486,0.260370,0.260370,164331309
2022-12-28,0.260384,0.260842,0.247964,0.248378,0.248378,209596269
2022-12-29,0.248380,0.248460,0.241094,0.244140,0.244140,214425739
2022-12-30,0.244126,0.245987,0.240350,0.245557,0.245557,159952057
2022-12-31,0.245577,0.251686,0.244431,0.246466,0.246466,144122815
2023-01-01,0.246414,0.249771,0.244245,0.249771,0.249771,113369989
2023-01-02,0.249778,0.255767,0.247368,0.253828,0.253828,159328803
2023-01-03,0.253800,0.255062,0.250548,0.252796,0.252796,153555529
2023-01-04,0.252796,0.269564,0.252244,0.267677,0.267677,289945179
2023-01-05,0.267689,0.270251,0.264064,0.269102,0.269102,175511469
2023-01-06,0.269090,0.279359,0.268135,0.278652,0.278652,326480796
2023-01-07,0.278664,0.280018,0.272766,0.277105,0.277105,166488086
2023-01-08,0.277028,0.295218,0.274984,0.295218,0.295218,391160515
2023-01-09,0.295414,0.340881,0.295414,0.317102,0.317102,957174794
2023-01-10,0.317078,0.324518,0.309148,0.322496,0.322496,415469645
2023-01-11,0.322502,0.322872,0.308705,0.322749,0.322749,323983138
2023-01-12,0.327487,0.333765,0.318243,0.329758,0.329758,497343610
2023-01-13,0.329755,0.349315,0.324763,0.345771,0.345771,365604016
2023-01-14,0.345739,0.369038,0.343055,0.352552,0.352552,747126617
2023-01-15,0.352620,0.353192,0.339976,0.350368,0.350368,358086150
2023-01-16,0.350418,0.362748,0.340661,0.350040,0.350040,398812791
2023-01-17,0.350087,0.356015,0.345744,0.345761,0.345761,296246243
2023-01-18,0.345771,0.354608,0.326834,0.326835,0.326835,461982437
2023-01-19,0.326841,0.342545,0.326745,0.339099,0.339099,252071129
2023-01-20,0.339047,0.364757,0.334704,0.364586,0.364586,365358670
2023-01-21,0.364589,0.379425,0.359161,0.369026,0.369026,609231750
2023-01-22,0.369033,0.385529,0.364004,0.376594,0.376594,604497889
2023-01-23,0.376591,0.382365,0.371022,0.375504,0.375504,526544110
2023-01-24,0.375390,0.382503,0.358295,0.359297,0.359297,382547334
2023-01-25,0.359345,0.378563,0.348408,0.373410,0.373410,396421939
2023-01-26,0.373287,0.386598,0.372232,0.380059,0.380059,481117555
2023-01-27,0.380056,0.389290,0.370540,0.388979,0.388979,360985598
2023-01-28,0.388993,0.397225,0.379727,0.382351,0.382351,354272484
2023-01-29,0.382346,0.398675,0.378231,0.396313,0.396313,328417772
2023-01-30,0.396672,0.397607,0.368589,0.372511,0.372511,398952288
2023-01-31,0.372546,0.396567,0.369424,0.390926,0.390926,466045236
2023-02-01,0.390863,0.401057,0.372723,0.397243,0.397243,488339901
2023-02-02,0.397189,0.412929,0.395664,0.397563,0.397563,551818110
2023-02-03,0.397505,0.406437,0.396780,0.404336,0.404336,379100047
2023-02-04,0.404233,0.405233,0.398334,0.399726,0.399726,264897945
2023-02-05,0.399729,0.401686,0.384337,0.392472,0.392472,340587829
2023-02-06,0.392477,0.402419,0.381602,0.382421,0.382421,343275735
2023-02-07,0.382463,0.399266,0.382383,0.399210,0.399210,371684529
2023-02-08,0.399213,0.402234,0.387118,0.394033,0.394033,356894107
2023-02-09,0.394073,0.395235,0.358936,0.362531,0.362531,486448326
2023-02-10,0.362464,0.365434,0.355788,0.358635,0.358635,357711042
2023-02-11,0.358656,0.369867,0.357780,0.369202,0.369202,224047056
2023-02-12,0.369166,0.373653,0.361063,0.364296,0.364296,241295741
2023-02-13,0.364292,0.365529,0.346896,0.359627,0.359627,368832511
2023-02-14,0.359571,0.392139,0.355391,0.386441,0.386441,476431370
2023-02-15,0.386477,0.418115,0.382576,0.418115,0.418115,478319555
2023-02-16,0.418061,0.419182,0.387687,0.387902,0.387902,552970408
2023-02-17,0.387863,0.409340,0.387052,0.403943,0.403943,403546665
2023-02-18,0.403928,0.415947,0.398473,0.406331,0.406331,314618907
2023-02-19,0.406306,0.411628,0.399074,0.400107,0.400107,346665034
2023-02-20,0.400151,0.409230,0.392036,0.404003,0.404003,375569552
2023-02-21,0.404043,0.405485,0.387791,0.392417,0.392417,387686829
2023-02-22,0.392437,0.392715,0.378828,0.388921,0.388921,383736395
2023-02-23,0.388926,0.394634,0.380796,0.383023,0.383023,291434286
2023-02-24,0.382975,0.384898,0.359807,0.365819,0.365819,396691064
2023-02-25,0.365844,0.367335,0.353880,0.362364,0.362364,281884667
2023-02-26,0.362391,0.369808,0.358478,0.368973,0.368973,207684310
2023-02-27,0.368940,0.369893,0.358805,0.364899,0.364899,232732125
2023-02-28,0.364887,0.367607,0.349691,0.352454,0.352454,240196843
2023-03-01,0.352526,0.363668,0.350506,0.360356,0.360356,229659633
2023-03-02,0.360372,0.361087,0.345982,0.350206,0.350206,245002411
2023-03-03,0.350256,0.350676,0.327622,0.342737,0.342737,396068284
2023-03-04,0.342753,0.344338,0.331731,0.336499,0.336499,173055989
2023-03-05,0.336490,0.342506,0.335321,0.337102,0.337102,171839723
2023-03-06,0.337099,0.338409,0.330410,0.330821,0.330821,225815313
2023-03-07,0.330860,0.334501,0.323054,0.330483,0.330483,272117336
2023-03-08,0.330470,0.332409,0.315657,0.317577,0.317577,293562114
2023-03-09,0.317609,0.321424,0.303152,0.309678,0.309678,444234076
2023-03-10,0.309748,0.317734,0.298484,0.315342,0.315342,469881853
2023-03-11,0.315334,0.322794,0.304548,0.307327,0.307327,444484034
2023-03-12,0.307319,0.331539,0.304408,0.331539,0.331539,375802348
2023-03-13,0.331603,0.352078,0.328690,0.344585,0.344585,652883098
2023-03-14,0.344580,0.368492,0.339232,0.344308,0.344308,594801973
2023-03-15,0.344394,0.348034,0.317716,0.324637,0.324637,589352992
2023-03-16,0.324767,0.329508,0.320010,0.325383,0.325383,342137034
2023-03-17,0.325403,0.350524,0.322638,0.350524,0.350524,413038577
2023-03-18,0.350535,0.356596,0.336988,0.337711,0.337711,367227473
2023-03-19,0.337717,0.352699,0.337717,0.346010,0.346010,269005859
2023-03-20,0.345960,0.346740,0.332135,0.332595,0.332595,322120843
2023-03-21,0.332619,0.384273,0.331808,0.371236,0.371236,685951110
2023-03-22,0.371193,0.386959,0.351481,0.360613,0.360613,792747065
2023-03-23,0.360576,0.384364,0.355052,0.372045,0.372045,435026934
2023-03-24,0.372060,0.372720,0.357029,0.360083,0.360083,305578157
2023-03-25,0.360099,0.362876,0.349952,0.351996,0.351996,211460876
2023-03-26,0.352001,0.361411,0.349796,0.356245,0.356245,219918828
2023-03-27,0.356253,0.356989,0.338738,0.345510,0.345510,302198799
2023-03-28,0.345565,0.369459,0.343809,0.368354,0.368354,319572685
2023-03-29,0.368303,0.389506,0.367431,0.381589,0.381589,472185946
2023-03-30,0.381610,0.386929,0.370898,0.376459,0.376459,391063045
2023-03-31,0.376496,0.407938,0.375081,0.398923,0.398923,637648499
2023-04-01,0.398880,0.401232,0.382753,0.385388,0.385388,355308379
2023-04-02,0.393196,0.393196,0.377317,0.381753,0.381753,300032590
2023-04-03,0.381735,0.403465,0.372875,0.387139,0.387139,617334084
2023-04-04,0.387152,0.399445,0.385707,0.389683,0.389683,386367284
2023-04-05,0.389689,0.399594,0.387924,0.392364,0.392364,303259182
2023-04-06,0.392377,0.392468,0.377724,0.383210,0.383210,271945888
2023-04-07,0.383202,0.384938,0.377206,0.383643,0.383643,191601659
2023-04-08,0.383626,0.390248,0.381087,0.385635,0.385635,202832134
2023-04-09,0.385665,0.392753,0.385279,0.389693,0.389693,198718327
2023-04-10,0.389701,0.397423,0.385490,0.396989,0.396989,259765415
2023-04-11,0.397045,0.411631,0.396264,0.401456,0.401456,445334495
2023-04-12,0.401486,0.409309,0.390270,0.406563,0.406563,372409439
2023-04-13,0.404869,0.428181,0.401874,0.425759,0.425759,517280941
2023-04-14,0.425744,0.444080,0.425178,0.438330,0.438330,722237052
2023-04-15,0.438338,0.460562,0.432808,0.453280,0.453280,588188293
2023-04-16,0.453266,0.457266,0.444282,0.451755,0.451755,378398337
2023-04-17,0.451758,0.451758,0.433168,0.434167,0.434167,467653074
2023-04-18,0.434195,0.447752,0.429621,0.443752,0.443752,344714826
2023-04-19,0.443726,0.443726,0.412039,0.415793,0.415793,572007595
2023-04-20,0.415797,0.421671,0.397399,0.400731,0.400731,446305606
2023-04-21,0.400725,0.406409,0.380415,0.382939,0.382939,423456899
2023-04-22,0.382952,0.398526,0.381718,0.396153,0.396153,263309100
2023-04-23,0.396119,0.396119,0.381974,0.389000,0.389000,238675240
2023-04-24,0.388998,0.396608,0.381285,0.383916,0.383916,282707626
2023-04-25,0.383914,0.394973,0.377791,0.394919,0.394919,286897325
2023-04-26,0.394890,0.416578,0.382464,0.401498,0.401498,488881520
2023-04-27,0.401504,0.417869,0.401474,0.409843,0.409843,398037704
2023-04-28,0.409856,0.410637,0.399160,0.404932,0.404932,231694651
2023-04-29,0.404918,0.407489,0.401935,0.402784,0.402784,156258897
2023-04-30,0.402779,0.414583,0.396346,0.397354,0.397354,227002470
2023-05-01,0.397281,0.397747,0.381626,0.386857,0.386857,273072699
2023-05-02,0.386851,0.394547,0.383016,0.391773,0.391773,197535867
2023-05-03,0.391768,0.396119,0.379384,0.393942,0.393942,262387946
2023-05-04,0.393962,0.396041,0.385890,0.387448,0.387448,173399725
2023-05-05,0.387454,0.396633,0.385669,0.394684,0.394684,213191196
2023-05-06,0.394689,0.396720,0.376580,0.380119,0.380119,226511291
2023-05-07,0.380088,0.383486,0.376612,0.376906,0.376906,156582718
2023-05-08,0.376895,0.379675,0.358563,0.365828,0.365828,326851208
2023-05-09,0.365794,0.369506,0.360900,0.363806,0.363806,196752939
2023-05-10,0.363788,0.372685,0.355851,0.369937,0.369937,339570773
2023-05-11,0.369957,0.369957,0.351208,0.360039,0.360039,243032648
2023-05-12,0.360001,0.370548,0.355802,0.370463,0.370463,262170427
2023-05-13,0.370474,0.370642,0.363383,0.365031,0.365031,131504736
2023-05-14,0.365027,0.372794,0.363935,0.370761,0.370761,122914097
2023-05-15,0.370787,0.375465,0.367480,0.367482,0.367482,176627170
2023-05-16,0.367453,0.370085,0.362960,0.367830,0.367830,168825148
2023-05-17,0.367841,0.379529,0.365163,0.375425,0.375425,222726188
2023-05-18,0.375441,0.379809,0.367152,0.372078,0.372078,203250353
2023-05-19,0.372036,0.372653,0.366941,0.368215,0.368215,133533511
2023-05-20,0.368242,0.368382,0.364512,0.366357,0.366357,118748065
2023-05-21,0.366352,0.367398,0.358336,0.360363,0.360363,116595379
2023-05-22,0.360382,0.373213,0.357263,0.367997,0.367997,177956408
2023-05-23,0.368004,0.375178,0.366596,0.370484,0.370484,141912382
2023-05-24,0.370500,0.370566,0.360984,0.364234,0.364234,175329362
2023-05-25,0.364219,0.364622,0.355721,0.358416,0.358416,157069344
2023-05-26,0.358408,0.366332,0.354484,0.362884,0.362884,173562194
2023-05-27,0.362873,0.367230,0.362082,0.366774,0.366774,106732324
2023-05-28,0.366780,0.383745,0.366489,0.382999,0.382999,223363707
2023-05-29,0.383026,0.385947,0.376368,0.379138,0.379138,190025476
2023-05-30,0.379129,0.383068,0.375512,0.377934,0.377934,186645169
2023-05-31,0.377937,0.380359,0.371003,0.374403,0.374403,193309518
2023-06-01,0.374414,0.375474,0.361692,0.364724,0.364724,235187863
2023-06-02,0.364709,0.379260,0.363156,0.378304,0.378304,202740337
2023-06-03,0.378253,0.378304,0.374131,0.376028,0.376028,114085774
2023-06-04,0.376040,0.381735,0.375315,0.377693,0.377693,139910794
2023-06-05,0.377691,0.379022,0.348264,0.352015,0.352015,292202913
2023-06-06,0.352002,0.356531,0.339069,0.353715,0.353715,262332330
2023-06-07,0.353698,0.353698,0.319626,0.322278,0.322278,388306759
2023-06-08,0.322262,0.330217,0.320948,0.323157,0.323157,249967035
2023-06-09,0.323162,0.323380,0.291673,0.295401,0.295401,508063099
2023-06-10,0.295378,0.295378,0.230420,0.276194,0.276194,1293643754
2023-06-11,0.276047,0.279404,0.260312,0.272630,0.272630,507820127
2023-06-12,0.272583,0.285934,0.266694,0.275048,0.275048,431423925
2023-06-13,0.275054,0.287422,0.269893,0.274986,0.274986,319427367
2023-06-14,0.274990,0.276916,0.258221,0.263226,0.263226,244895035
2023-06-15,0.263234,0.265254,0.253406,0.261957,0.261957,256333352
2023-06-16,0.261969,0.266813,0.255353,0.263185,0.263185,175866740
2023-06-17,0.263187,0.272914,0.261164,0.266928,0.266928,171716790
2023-06-18,0.266923,0.268664,0.260203,0.260963,0.260963,136453692
2023-06-19,0.260968,0.263245,0.257910,0.263048,0.263048,142015570
2023-06-20,0.263097,0.270398,0.253231,0.270329,0.270329,214174021
2023-06-21,0.270330,0.288632,0.269398,0.287000,0.287000,343644852
2023-06-22,0.286986,0.304300,0.286179,0.290313,0.290313,340493541
2023-06-23,0.290343,0.302238,0.288063,0.296482,0.296482,245002154
2023-06-24,0.296485,0.297266,0.285937,0.290012,0.290012,208155226
2023-06-25,0.290002,0.303087,0.289118,0.292325,0.292325,225729335
2023-06-26,null,null,null,null,null,null
2023-06-27,0.280164,0.284050,0.279531,0.283270,0.283270,204192240
